Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,Team
Boubacar Kamara,fr FRA,MF,23,20,20,1652,18.4,0,1,1,0,0,0,7,1,0.1,0.1,1.3,1.4,19,83,10,0.00,0.05,0.05,0.00,0.05,0.01,0.07,0.08,0.01,0.08,Matches,Aston Villa
Youri Tielemans,be BEL,"MF,FW",26,32,17,1622,18.0,2,6,8,2,0,0,3,0,1.3,1.3,2.6,3.9,23,128,46,0.11,0.33,0.44,0.11,0.44,0.07,0.14,0.21,0.07,0.21,Matches,Aston Villa
Clément Lenglet,fr FRA,DF,28,14,14,1153,12.8,0,1,1,0,0,0,3,0,0.9,0.9,0.8,1.6,26,51,1,0.00,0.08,0.08,0.00,0.08,0.07,0.06,0.13,0.07,0.13,Matches,Aston Villa
Álex Moreno,es ESP,DF,30,21,11,1031,11.5,2,0,2,2,0,0,2,0,1.1,1.1,1.1,2.3,32,24,83,0.17,0.00,0.17,0.17,0.17,0.10,0.10,0.20,0.10,0.20,Matches,Aston Villa
Nicolò Zaniolo,it ITA,"FW,MF",24,25,9,839,9.3,2,0,2,2,0,0,7,0,2.6,2.6,1.0,3.6,35,30,60,0.21,0.00,0.21,0.21,0.21,0.28,0.11,0.39,0.28,0.39,Matches,Aston Villa
Jacob Ramsey,eng ENG,"FW,MF",22,16,8,853,9.5,1,1,2,1,0,0,2,0,2.2,2.2,1.0,3.2,33,28,69,0.11,0.11,0.21,0.11,0.21,0.23,0.11,0.34,0.23,0.34,Matches,Aston Villa
Morgan Rogers,eng ENG,"MF,FW",21,11,8,638,7.1,3,1,4,3,0,0,3,0,1.4,1.4,0.6,2.0,22,28,30,0.42,0.14,0.56,0.42,0.56,0.19,0.09,0.28,0.19,0.28,Matches,Aston Villa
Robin Olsen,se SWE,GK,33,5,4,405,4.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Aston Villa
Jáder Durán,co COL,"FW,MF",19,23,3,475,5.3,5,0,5,5,0,0,5,0,2.0,2.0,0.3,2.3,9,9,25,0.95,0.00,0.95,0.95,0.95,0.38,0.06,0.44,0.38,0.44,Matches,Aston Villa
,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,Aston Villa
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,Aston Villa
Tim Iroegbunam,eng ENG,MF,20,9,1,164,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Aston Villa
Calum Chambers,eng ENG,"MF,DF",28,5,1,152,1.7,0,1,1,0,0,0,1,0,0.0,0.0,0.1,0.1,0,5,1,0.00,0.59,0.59,0.00,0.59,0.00,0.06,0.06,0.00,0.06,Matches,Aston Villa
Leander Dendoncker,be BEL,MF,28,8,1,119,1.3,1,0,1,1,0,0,0,0,0.7,0.7,0.0,0.7,0,3,2,0.76,0.00,0.76,0.76,0.76,0.56,0.00,0.56,0.56,0.56,Matches,Aston Villa
Tyrone Mings,eng ENG,DF,30,1,1,30,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.02,0.07,0.09,0.02,0.09,Matches,Aston Villa
Omari Kellyman,eng ENG,FW,17,2,0,37,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,0,0,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.17,0.17,0.17,Matches,Aston Villa
Philippe Coutinho,br BRA,"MF,FW",31,2,0,25,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,5,5,2,0.00,0.00,0.00,0.00,0.00,0.52,0.00,0.52,0.52,0.52,Matches,Aston Villa
Bertrand Traoré,bf BFA,"DF,FW",27,2,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Aston Villa
Cameron Archer,eng ENG,MF,22,1,0,6,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Aston Villa
Kaine Kesler-Hayden,eng ENG,"MF,DF",20,3,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Aston Villa
Finley Munroe,eng ENG,MF,18,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Aston Villa
Jaden Philogene Bidace,eng ENG,FW,21,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Aston Villa
Lander Emery,eng ENG,GK,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Aston Villa
Joe Gauci,au AUS,GK,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Aston Villa
Filip Marshall,eng ENG,GK,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Aston Villa
Tommi O'Reilly,eng ENG,MF,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Aston Villa
Sam Proctor,eng ENG,GK,16,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Aston Villa
James Wright,eng ENG,GK,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Aston Villa
Kadan Young,eng ENG,MF,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Aston Villa
Oliwier Zych,pl POL,GK,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Aston Villa
Squad Total,,,26.9,38,418,3420,38.0,72,55,127,68,4,4,94,2,63.3,60.3,48.6,108.9,775,1451,1438,1.89,1.45,3.34,1.79,3.24,1.67,1.28,2.95,1.59,2.87,,Aston Villa
Opponent Total,,,26.2,38,418,3420,38.0,57,45,102,56,1,2,94,4,59.9,58.2,48.9,107.2,640,1255,1232,1.50,1.18,2.68,1.47,2.66,1.58,1.29,2.87,1.53,2.82,,Aston Villa
Guglielmo Vicario,it ITA,GK,26,38,38,3420,38.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Tottenham Hotspur
Pedro Porro,es ESP,DF,23,35,35,3089,34.3,3,7,10,3,0,0,3,0,2.9,2.9,7.2,10.1,57,194,158,0.09,0.20,0.29,0.09,0.29,0.09,0.21,0.30,0.09,0.30,Matches,Tottenham Hotspur
Son Heung-min,kr KOR,FW,31,35,34,2934,32.6,17,10,27,15,2,2,1,0,12.0,10.4,11.8,22.2,119,139,325,0.52,0.31,0.83,0.46,0.77,0.37,0.36,0.73,0.32,0.68,Matches,Tottenham Hotspur
Cristian Romero,ar ARG,DF,25,33,33,2790,31.0,5,0,5,5,0,0,7,1,3.5,3.5,0.4,3.9,32,179,8,0.16,0.00,0.16,0.16,0.16,0.11,0.01,0.13,0.11,0.13,Matches,Tottenham Hotspur
Dejan Kulusevski,se SWE,"FW,MF",23,36,31,2762,30.7,8,3,11,8,0,0,7,0,4.7,4.7,7.7,12.4,151,144,388,0.26,0.10,0.36,0.26,0.36,0.15,0.25,0.40,0.15,0.40,Matches,Tottenham Hotspur
Destiny Udogie,it ITA,DF,20,28,28,2391,26.6,2,3,5,2,0,0,7,1,2.4,2.4,2.2,4.6,83,155,138,0.08,0.11,0.19,0.08,0.19,0.09,0.08,0.17,0.09,0.17,Matches,Tottenham Hotspur
Micky van de Ven,nl NED,DF,22,27,27,2339,26.0,3,0,3,3,0,0,5,0,0.6,0.6,0.0,0.6,19,108,9,0.12,0.00,0.12,0.12,0.12,0.02,0.00,0.02,0.02,0.02,Matches,Tottenham Hotspur
Pape Matar Sarr,sn SEN,MF,20,34,27,2069,23.0,3,3,6,3,0,0,9,0,3.4,3.4,2.2,5.7,43,150,90,0.13,0.13,0.26,0.13,0.26,0.15,0.10,0.25,0.15,0.25,Matches,Tottenham Hotspur
James Maddison,eng ENG,MF,26,28,26,2135,23.7,4,9,13,4,0,0,5,0,6.4,6.4,5.9,12.4,58,224,156,0.17,0.38,0.55,0.17,0.55,0.27,0.25,0.52,0.27,0.52,Matches,Tottenham Hotspur
Yves Bissouma,ml MLI,MF,26,28,26,2068,23.0,0,0,0,0,0,0,10,2,1.4,1.4,0.4,1.8,43,169,13,0.00,0.00,0.00,0.00,0.00,0.06,0.02,0.08,0.06,0.08,Matches,Tottenham Hotspur
Brennan Johnson,wls WAL,FW,22,32,23,2085,23.2,5,10,15,5,0,0,3,0,10.3,10.3,8.1,18.3,97,72,293,0.22,0.43,0.65,0.22,0.65,0.44,0.35,0.79,0.44,0.79,Matches,Tottenham Hotspur
Richarlison,br BRA,FW,26,28,18,1491,16.6,11,4,15,11,0,0,3,0,9.6,9.6,2.1,11.7,26,38,106,0.66,0.24,0.91,0.66,0.91,0.58,0.13,0.70,0.58,0.70,Matches,Tottenham Hotspur
Rodrigo Bentancur,uy URU,MF,26,23,13,1005,11.2,1,1,2,1,0,0,7,0,1.9,1.9,0.5,2.4,16,72,31,0.09,0.09,0.18,0.09,0.18,0.17,0.04,0.22,0.17,0.22,Matches,Tottenham Hotspur
Ben Davies,wls WAL,DF,30,17,12,1090,12.1,1,0,1,1,0,0,2,0,2.3,2.3,0.4,2.7,13,71,20,0.08,0.00,0.08,0.08,0.08,0.19,0.03,0.23,0.19,0.23,Matches,Tottenham Hotspur
Emerson,br BRA,DF,24,22,11,1161,12.9,1,0,1,1,0,0,4,0,0.2,0.2,0.4,0.6,21,57,35,0.08,0.00,0.08,0.08,0.08,0.02,0.03,0.05,0.02,0.05,Matches,Tottenham Hotspur
Timo Werner,de GER,FW,27,13,10,809,9.0,2,3,5,2,0,0,1,0,3.7,3.7,2.7,6.4,79,41,124,0.22,0.33,0.56,0.22,0.56,0.41,0.30,0.72,0.41,0.72,Matches,Tottenham Hotspur
Pierre Højbjerg,dk DEN,MF,27,36,8,1311,14.6,0,0,0,0,0,0,4,0,0.7,0.7,1.2,1.9,17,134,29,0.00,0.00,0.00,0.00,0.00,0.05,0.08,0.13,0.05,0.13,Matches,Tottenham Hotspur
Oliver Skipp,eng ENG,"MF,DF",22,21,5,707,7.9,0,0,0,0,0,0,3,0,0.7,0.7,0.6,1.3,8,37,25,0.00,0.00,0.00,0.00,0.00,0.09,0.07,0.16,0.09,0.16,Matches,Tottenham Hotspur
Giovani Lo Celso,ar ARG,MF,27,22,4,506,5.6,2,2,4,2,0,0,2,0,0.6,0.6,1.9,2.5,25,68,29,0.36,0.36,0.71,0.36,0.71,0.10,0.34,0.45,0.10,0.45,Matches,Tottenham Hotspur
Radu Drăgușin,ro ROU,DF,21,9,4,429,4.8,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,5,8,1,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches,Tottenham Hotspur
,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,Tottenham Hotspur
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,Tottenham Hotspur
Bryan Gil,es ESP,"FW,MF",22,11,2,209,2.3,0,0,0,0,0,0,0,0,0.8,0.8,0.2,1.0,11,16,49,0.00,0.00,0.00,0.00,0.00,0.32,0.09,0.41,0.32,0.41,Matches,Tottenham Hotspur
Manor Solomon,il ISR,FW,24,5,2,199,2.2,0,2,2,0,0,0,1,0,0.4,0.4,0.8,1.2,17,11,44,0.00,0.90,0.90,0.00,0.90,0.19,0.38,0.56,0.19,0.56,Matches,Tottenham Hotspur
Eric Dier,eng ENG,DF,29,4,1,201,2.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Tottenham Hotspur
Ivan Perišić,hr CRO,FW,34,5,0,103,1.1,0,1,1,0,0,0,2,0,0.1,0.1,0.9,1.0,15,9,17,0.00,0.87,0.87,0.00,0.87,0.10,0.75,0.85,0.10,0.85,Matches,Tottenham Hotspur
Davinson Sánchez,co COL,DF,27,1,0,77,0.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,2,0,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.14,0.14,0.14,Matches,Tottenham Hotspur
Alejo Véliz,ar ARG,FW,19,8,0,50,0.6,1,0,1,1,0,0,1,0,0.2,0.2,0.0,0.2,0,1,3,1.80,0.00,1.80,1.80,1.80,0.45,0.00,0.45,0.45,0.45,Matches,Tottenham Hotspur
Dane Scarlett,eng ENG,FW,19,4,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Tottenham Hotspur
Mikey Moore,eng ENG,MF,15,2,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Tottenham Hotspur
Jamie Donley,nir NIR,FW,18,3,0,3,0.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Tottenham Hotspur
Brandon Austin,eng ENG,GK,24,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Tottenham Hotspur
Alfie Dorrington,eng ENG,DF,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Tottenham Hotspur
Fraser Forster,eng ENG,GK,35,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Tottenham Hotspur
Tyrese Hall,eng ENG,MF,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Tottenham Hotspur
Ashley Phillips,wls WAL,DF,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Tottenham Hotspur
Yago Santiago,es ESP,"FW,MF",20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Tottenham Hotspur
Alfie Whiteman,eng ENG,GK,24,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Tottenham Hotspur
Squad Total,,,25.2,38,418,3420,38.0,69,58,127,67,2,2,92,4,68.2,66.7,57.4,124.1,957,2107,2097,1.82,1.53,3.34,1.76,3.29,1.79,1.51,3.31,1.75,3.27,,Tottenham Hotspur
Opponent Total,,,26.4,38,418,3420,38.0,58,39,97,51,7,7,100,4,63.4,58.4,42.1,100.5,525,1103,1091,1.53,1.03,2.55,1.34,2.37,1.67,1.11,2.77,1.54,2.64,,Tottenham Hotspur
Conor Gallagher,eng ENG,MF,23,37,37,3128,34.8,5,7,12,5,0,0,9,1,4.2,4.2,5.0,9.2,62,172,122,0.14,0.20,0.35,0.14,0.35,0.12,0.15,0.27,0.12,0.27,Matches,Chelsea
Moisés Caicedo,ec ECU,MF,21,35,33,2866,31.8,1,3,4,1,0,0,11,0,0.4,0.4,2.6,3.0,27,173,27,0.03,0.09,0.13,0.03,0.13,0.01,0.08,0.09,0.01,0.09,Matches,Chelsea
Nicolas Jackson,sn SEN,FW,22,35,31,2799,31.1,14,5,19,14,0,0,10,0,18.6,18.6,4.3,22.9,70,67,200,0.45,0.16,0.61,0.45,0.61,0.60,0.14,0.74,0.60,0.74,Matches,Chelsea
Cole Palmer,eng ENG,"FW,MF",21,33,29,2607,29.0,22,11,33,13,9,9,7,0,18.2,11.1,11.1,22.2,117,197,195,0.76,0.38,1.14,0.45,0.83,0.63,0.38,1.01,0.38,0.77,Matches,Chelsea
Axel Disasi,fr FRA,DF,25,31,29,2579,28.7,2,0,2,2,0,0,6,0,2.4,2.4,0.3,2.7,30,112,21,0.07,0.00,0.07,0.07,0.07,0.08,0.01,0.09,0.08,0.09,Matches,Chelsea
Thiago Silva,br BRA,DF,38,31,28,2527,28.1,3,1,4,3,0,0,4,0,0.8,0.8,1.0,1.8,2,102,5,0.11,0.04,0.14,0.11,0.14,0.03,0.04,0.06,0.03,0.06,Matches,Chelsea
Enzo Fernández,ar ARG,MF,22,28,26,2209,24.5,3,2,5,2,1,2,7,0,6.2,4.6,3.4,8.0,52,210,54,0.12,0.08,0.20,0.08,0.16,0.25,0.14,0.39,0.19,0.33,Matches,Chelsea
Đorđe Petrović,rs SRB,GK,23,23,22,1987,22.1,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Chelsea
Raheem Sterling,eng ENG,"FW,MF",28,31,22,1978,22.0,8,4,12,8,0,0,7,0,6.5,6.5,4.5,11.0,120,78,242,0.36,0.18,0.55,0.36,0.55,0.29,0.20,0.50,0.29,0.50,Matches,Chelsea
Levi Colwill,eng ENG,DF,20,23,20,1797,20.0,1,1,2,1,0,0,2,0,1.3,1.3,1.2,2.5,23,73,27,0.05,0.05,0.10,0.05,0.10,0.06,0.06,0.12,0.06,0.12,Matches,Chelsea
Marc Cucurella,es ESP,DF,25,21,20,1782,19.8,0,2,2,0,0,0,10,0,1.1,1.1,1.1,2.2,31,50,73,0.00,0.10,0.10,0.00,0.10,0.06,0.05,0.11,0.06,0.11,Matches,Chelsea
Malo Gusto,fr FRA,DF,20,27,19,1751,19.5,0,6,6,0,0,0,7,1,0.9,0.9,4.3,5.2,78,86,135,0.00,0.31,0.31,0.00,0.31,0.05,0.22,0.27,0.05,0.27,Matches,Chelsea
Mykhailo Mudryk,ua UKR,FW,22,31,18,1576,17.5,5,2,7,5,0,0,5,0,4.4,4.4,4.1,8.5,92,45,139,0.29,0.11,0.40,0.29,0.40,0.25,0.23,0.48,0.25,0.48,Matches,Chelsea
Robert Sánchez,es ESP,GK,25,16,16,1433,15.9,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Chelsea
Benoît Badiashile,fr FRA,DF,22,18,15,1338,14.9,0,1,1,0,0,0,3,0,0.3,0.3,1.5,1.8,3,46,3,0.00,0.07,0.07,0.00,0.07,0.02,0.10,0.12,0.02,0.12,Matches,Chelsea
Noni Madueke,eng ENG,FW,21,23,13,1053,11.7,5,2,7,4,1,1,2,0,2.5,1.7,2.6,4.3,76,52,136,0.43,0.17,0.60,0.34,0.51,0.21,0.23,0.44,0.14,0.37,Matches,Chelsea
Trevoh Chalobah,eng ENG,DF,24,13,10,952,10.6,1,0,1,1,0,0,1,0,0.2,0.2,0.1,0.3,5,31,9,0.09,0.00,0.09,0.09,0.09,0.02,0.01,0.02,0.02,0.02,Matches,Chelsea
Ben Chilwell,eng ENG,DF,26,13,9,756,8.4,0,1,1,0,0,0,5,0,1.2,1.2,2.2,3.4,22,25,59,0.00,0.12,0.12,0.00,0.12,0.14,0.26,0.41,0.14,0.41,Matches,Chelsea
Armando Broja,al ALB,FW,21,13,6,454,5.0,1,0,1,1,0,0,0,0,2.4,2.4,0.2,2.5,11,6,37,0.20,0.00,0.20,0.20,0.20,0.47,0.03,0.50,0.47,0.50,Matches,Chelsea
Reece James,eng ENG,DF,23,10,5,419,4.7,0,2,2,0,0,0,2,2,0.3,0.3,1.7,2.1,19,21,35,0.00,0.43,0.43,0.00,0.43,0.07,0.37,0.44,0.07,0.44,Matches,Chelsea
,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,Chelsea
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,Chelsea
Lesley Ugochukwu,fr FRA,MF,19,12,3,301,3.3,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,8,17,3,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Matches,Chelsea
Christopher Nkunku,fr FRA,"FW,MF",25,11,2,443,4.9,3,0,3,3,0,0,0,0,2.3,2.3,0.2,2.5,10,19,35,0.61,0.00,0.61,0.61,0.61,0.47,0.05,0.52,0.47,0.52,Matches,Chelsea
Carney Chukwuemeka,eng ENG,"MF,FW",19,9,2,227,2.5,1,1,2,1,0,0,2,0,0.2,0.2,0.3,0.5,4,12,19,0.40,0.40,0.79,0.40,0.79,0.06,0.13,0.19,0.06,0.19,Matches,Chelsea
Alfie Gilchrist,eng ENG,DF,19,11,2,207,2.3,1,0,1,1,0,0,1,0,0.3,0.3,0.0,0.3,1,7,4,0.43,0.00,0.43,0.43,0.43,0.14,0.00,0.14,0.14,0.14,Matches,Chelsea
Ian Maatsen,nl NED,"FW,MF",21,12,1,209,2.3,0,0,0,0,0,0,1,0,0.8,0.8,0.1,0.9,9,8,15,0.00,0.00,0.00,0.00,0.00,0.35,0.04,0.39,0.35,0.39,Matches,Chelsea
Cesare Casadei,it ITA,"FW,MF",20,11,0,79,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,3,3,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.12,0.00,0.12,Matches,Chelsea
Roméo Lavia,be BEL,MF,19,1,0,33,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Chelsea
Deivid Washington,br BRA,"DF,FW",18,2,0,13,0.1,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.5,0,0,1,0.00,0.00,0.00,0.00,0.00,3.23,0.00,3.23,3.23,3.23,Matches,Chelsea
Mason Burstow,eng ENG,FW,19,2,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Chelsea
Joshua Acheampong,eng ENG,DF,17,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Chelsea
Alex Matos,eng ENG,MF,18,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Chelsea
Jimi Tauriainen,eng ENG,FW,19,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Chelsea
Marcus Bettinelli,eng ENG,GK,31,0,0,,0.0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,Matches,Chelsea
Eddie Beach,wls WAL,GK,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Chelsea
Lucas Bergström,fi FIN,GK,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Chelsea
Joshua Brooking,eng ENG,DF,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Chelsea
Leo Castledine,eng ENG,MF,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Chelsea
Ted Curd,eng ENG,GK,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Chelsea
Kiano Dyer,eng ENG,MF,16,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Chelsea
Tyrique George,eng ENG,FW,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Chelsea
,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,Chelsea
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,Chelsea
Ollie Harrison,eng ENG,MF,15,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Chelsea
Bashir Humphreys,eng ENG,DF,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Chelsea
Diego Moreira,pt POR,"DF,MF",18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Chelsea
Ishé Samuels-Smith,eng ENG,DF,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Chelsea
Andrey Santos,br BRA,MF,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Chelsea
Teddy Sharman,eng ENG,GK,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Chelsea
Zak Sturge,eng ENG,DF,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Chelsea
Ronnie Stutter,eng ENG,FW,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Chelsea
Squad Total,,,24.2,38,418,3420,38.0,76,51,127,65,11,12,109,4,74.5,65.1,51.4,116.5,873,1615,1600,2.00,1.34,3.34,1.71,3.05,1.96,1.35,3.31,1.71,3.06,,Chelsea
Opponent Total,,,26.3,38,418,3420,38.0,60,43,103,57,3,5,100,4,58.1,54.1,42.0,96.1,727,1368,1351,1.58,1.13,2.71,1.50,2.63,1.53,1.10,2.63,1.42,2.53,,Chelsea
